"","bathrooms","bedrooms","price","response","generalKey","day_since_created","Position_Label","dishwasher","doorman","elevator","hardwood","laundry","allowed.cats","cats.allowed","dogs.allowed","fitness.center"
"8747",1,0,2450,3,8747,447,"2",0,1,1,0,1,1,1,1,1
"8748",0,0,2400,2,8748,456,"1",0,0,0,0,0,0,0,0,0
"8749",1,1,1995,3,8749,375,"5",0,0,0,0,0,0,1,0,0
"8750",1,2,1950,2,8750,439,"7",0,0,0,1,1,0,0,0,0
"8751",2,2,3550,2,8751,437,"5",1,1,1,1,1,0,0,0,0
"8752",1,1,1975,3,8752,452,"5",0,0,0,1,0,0,0,0,0
"8753",1,2,2255,2,8753,452,"2",0,0,0,0,0,0,0,0,0
"8754",1,0,2595,2,8754,446,"5",1,0,1,0,1,1,1,1,0
"8755",1,1,2253,2,8755,459,"5",0,0,0,1,1,0,0,0,0
"8756",1,1,4700,3,8756,448,"1",1,0,1,1,1,0,0,0,0
"8757",1,1,2300,3,8757,449,"5",0,0,0,1,0,0,0,0,0
"8758",1,1,2900,2,8758,451,"5",1,1,1,1,2,0,0,0,1
"8759",1,0,2395,2,8759,435,"5",0,0,0,0,0,1,1,1,0
"8760",1,1,3495,2,8760,449,"1",1,0,0,1,1,1,1,1,0
"8761",1,0,3790,2,8761,448,"1",0,0,0,0,0,0,1,1,1
"8762",1,1,2750,2,8762,402,"5",0,0,0,1,0,0,0,0,0
"8763",1,2,2575,1,8763,434,"1",0,0,0,1,0,0,0,0,0
"8764",1,1,2895,2,8764,452,"5",0,1,0,0,0,1,1,1,0
"8765",1,2,3890,3,8765,460,"1",1,1,1,1,1,0,0,0,0
"8766",1,0,1700,2,8766,444,"5",0,0,0,0,1,0,0,0,0
"8767",1,1,3709,2,8767,458,"2",0,1,1,0,1,0,1,1,1
"8768",1,1,1800,2,8768,437,"6",1,0,0,1,0,1,1,1,0
"8769",1,0,2550,3,8769,459,"1",0,1,1,1,1,0,1,1,1
"8770",1,2,1795,3,8770,438,"6",0,0,0,1,1,0,0,0,0
"8771",1,2,2125,2,8771,458,"2",0,0,0,0,0,0,0,0,0
"8772",1,0,3000,2,8772,443,"1",1,1,1,1,2,0,0,0,1
"8773",1,0,1600,2,8773,446,"5",0,0,0,0,0,0,1,0,0
"8774",1,0,1925,2,8774,462,"5",0,0,0,1,0,0,0,0,0
"8775",1,1,3995,2,8775,459,"1",0,1,1,0,0,0,1,1,0
"8776",2,3,5183,3,8776,449,"1",0,0,0,0,0,0,0,0,0
"8777",1,4,2800,3,8777,458,"5",0,0,0,0,0,0,0,0,0
"8778",2,3,6400,2,8778,454,"1",0,0,0,0,0,0,0,0,0
"8779",1,0,2600,2,8779,457,"2",0,0,0,0,0,0,0,0,0
"8780",1,1,2350,2,8780,443,"1",0,0,0,0,0,0,0,0,0
"8781",1,0,1875,2,8781,447,"1",0,0,1,1,0,0,0,0,0
"8782",1,2,5550,2,8782,458,"1",1,0,1,1,0,0,0,0,0
"8783",2.5,3,3650,2,8783,441,"6",0,0,0,0,0,0,0,0,0
"8784",1,1,2050,3,8784,456,"5",0,0,0,0,0,0,1,1,0
"8785",1,2,1900,2,8785,395,"7",0,0,1,1,1,0,1,1,0
"8786",1,2,2575,2,8786,452,"7",0,0,0,1,0,1,1,1,0
"8787",1,2,3400,2,8787,458,"1",1,0,1,1,2,0,0,0,0
"8788",1,1,4650,2,8788,434,"1",0,1,0,0,0,0,0,0,0
"8789",3,3,13500,2,8789,457,"1",1,1,1,1,2,0,0,0,1
"8790",2,4,3650,2,8790,448,"6",0,0,0,0,0,0,0,0,0
"8791",1,2,2200,2,8791,439,"2",1,0,1,1,0,0,1,1,0
"8792",1,2,4200,3,8792,385,"2",1,1,1,1,1,0,0,0,1
"8793",1,1,3738,3,8793,462,"1",1,1,1,1,2,1,1,1,1
"8794",1,1,2700,3,8794,459,"1",1,0,0,1,1,0,0,0,0
"8795",1,2,3483,2,8795,436,"1",1,1,1,1,2,0,0,0,0
"8796",1,1,2425,2,8796,461,"5",0,0,0,0,0,1,1,1,0
"8797",1,1,3000,2,8797,434,"5",0,0,0,1,0,0,0,0,0
"8798",2,2,6295,3,8798,387,"1",1,1,1,1,1,1,1,1,1
"8799",1,1,3605,2,8799,462,"5",0,1,0,0,0,1,1,1,0
"8800",2,4,5400,2,8800,446,"1",1,0,0,1,1,0,0,0,0
"8801",1,1,2764,3,8801,455,"5",1,0,1,1,2,1,1,1,0
"8802",1,2,3300,2,8802,454,"1",0,1,1,0,1,0,1,1,0
"8803",2,4,5000,2,8803,449,"5",1,0,0,1,1,1,1,1,0
"8804",1,1,2500,2,8804,455,"1",0,0,0,1,0,0,1,1,0
"8805",1,0,2195,1,8805,389,"1",0,0,1,1,1,0,1,1,0
"8806",1,1,2450,2,8806,435,"2",0,0,0,0,0,0,0,0,0
"8807",1,1,3100,2,8807,445,"5",1,1,1,1,1,0,0,0,0
"8808",1,2,3100,2,8808,445,"5",0,0,0,0,0,0,1,1,0
"8809",1,0,2650,2,8809,445,"1",0,1,1,1,1,1,1,1,1
"8810",1,2,2825,3,8810,448,"5",1,1,1,1,1,0,0,0,0
"8811",1,0,2295,3,8811,436,"1",0,0,0,0,0,0,0,0,0
"8812",1,2,1695,1,8812,444,"7",0,0,0,1,0,0,0,0,0
"8813",1,2,2850,3,8813,452,"5",1,0,0,1,0,0,0,0,0
"8814",2,2,3600,2,8814,457,"1",1,1,1,1,2,1,1,1,1
"8815",1,0,3675,2,8815,462,"1",1,1,1,1,1,1,1,1,1
"8816",2,2,5745,3,8816,451,"2",1,1,1,1,2,0,0,0,1
"8817",1,0,2064,2,8817,446,"1",1,0,1,1,1,0,0,0,0
"8818",1,1,3495,2,8818,458,"1",1,0,1,1,1,0,0,0,0
"8819",1,0,12000,2,8819,449,"1",0,0,0,1,0,0,0,0,0
"8820",1,1,3625,2,8820,435,"1",1,0,0,1,0,0,0,0,0
"8821",1,1,4530,2,8821,458,"2",0,0,1,0,0,0,1,1,0
"8822",1,2,3495,1,8822,459,"1",1,0,0,0,0,0,0,0,0
"8823",1,1,2395,3,8823,443,"1",0,0,0,0,0,1,1,1,0
"8824",3,4,13000,2,8824,440,"5",1,1,1,1,1,0,0,0,0
"8825",2,2,3995,3,8825,460,"1",1,1,1,0,1,0,0,0,1
"8826",1,1,3200,2,8826,462,"5",0,1,1,0,0,1,1,1,0
"8827",1,1,2950,2,8827,450,"1",1,0,1,1,2,0,0,0,1
"8828",1,0,3595,2,8828,461,"1",1,1,1,1,2,1,1,1,1
"8829",1,2,3495,3,8829,435,"1",0,0,0,0,0,0,0,0,0
"8830",2,2,5500,3,8830,448,"1",1,1,1,1,2,1,1,1,1
"8831",1,1,2795,2,8831,462,"1",0,0,0,0,0,1,1,1,0
"8832",1,2,2700,1,8832,445,"2",1,0,0,0,0,1,1,1,0
"8833",1,3,3185,2,8833,391,"5",0,0,0,0,0,0,1,1,0
"8834",1,2,2900,2,8834,450,"1",1,0,1,1,1,1,1,1,1
"8835",1,0,3125,2,8835,450,"1",1,1,1,1,1,0,0,0,0
"8836",1,0,1650,1,8836,453,"7",0,0,0,0,0,0,0,0,0
"8837",1,3,4495,2,8837,452,"1",1,0,0,1,0,0,0,0,0
"8838",1,0,2500,3,8838,458,"1",1,1,1,1,1,1,1,1,0
"8839",1,1,1400,2,8839,435,"7",0,0,0,0,0,1,1,1,0
"8840",2,4,7900,1,8840,443,"2",1,0,0,1,0,0,0,0,0
"8841",1,0,2600,2,8841,442,"1",0,0,1,0,0,1,1,1,0
"8842",1,0,2625,2,8842,442,"1",0,0,1,0,0,0,0,0,0
"8843",2,2,7250,2,8843,455,"2",1,1,1,1,1,1,1,1,1
"8844",2,3,5100,2,8844,396,"1",1,1,1,1,1,0,0,0,1
"8845",2,4,7495,3,8845,445,"1",1,1,1,1,1,0,1,1,0
"8846",2,3,4900,3,8846,452,"1",1,1,1,1,4,0,1,1,1
"8847",1,0,1735,2,8847,439,"5",0,0,0,0,0,1,1,1,0
"8848",1,0,2250,3,8848,437,"1",1,0,1,1,1,0,0,0,0
"8849",1,0,1960,3,8849,462,"5",0,1,1,1,1,0,0,0,1
"8850",1,0,2575,3,8850,446,"1",0,1,1,0,0,0,0,0,0
"8851",1,1,4065,2,8851,393,"1",0,0,0,0,0,0,1,0,0
"8852",1,1,1775,2,8852,436,"1",0,0,0,0,0,0,0,0,0
"8853",1,1,3475,3,8853,457,"2",1,1,1,1,2,1,1,1,1
"8854",1,3,4400,1,8854,456,"1",0,0,1,0,1,0,1,1,1
"8855",1,1,3960,2,8855,439,"2",1,1,1,0,0,0,1,1,1
"8856",2,3,3700,1,8856,435,"5",1,0,0,1,1,0,0,0,0
"8857",1,1,3675,2,8857,439,"5",0,2,1,0,1,0,1,1,1
"8858",1,1,2450,2,8858,454,"1",0,0,1,0,0,0,0,0,0
"8859",1,2,3250,2,8859,391,"7",0,0,1,0,0,0,1,1,0
"8860",1,1,2095,3,8860,440,"5",0,0,0,1,0,1,1,1,0
"8861",1,1,4125,2,8861,435,"1",0,1,1,0,1,0,1,0,0
"8862",1,0,2700,2,8862,449,"1",1,1,1,1,1,0,0,0,0
"8863",1,2,2500,1,8863,434,"5",0,0,1,0,0,0,1,1,0
"8864",1,0,2700,3,8864,442,"1",1,1,1,1,2,0,1,1,1
"8865",2,2,3395,2,8865,387,"5",1,0,0,1,1,0,0,0,0
"8866",1,2,2975,2,8866,455,"5",0,0,1,1,1,1,1,1,0
"8867",1,1,5300,2,8867,455,"1",1,1,1,1,2,0,0,0,0
"8868",2,3,4600,3,8868,461,"1",1,1,1,1,2,1,1,1,1
"8869",1,2,6950,2,8869,450,"2",0,1,1,1,1,0,0,0,1
"8870",2,2,4995,2,8870,459,"1",1,1,1,1,2,0,0,0,1
"8871",1,2,2875,3,8871,437,"2",1,0,0,1,1,0,0,0,0
"8872",1,3,4206,1,8872,437,"1",0,1,1,0,2,1,1,1,1
"8873",1,2,2399,2,8873,462,"2",0,0,0,1,1,0,0,0,0
"8874",1,1,2599,2,8874,461,"1",0,0,0,0,0,0,0,0,0
"8875",1,2,1995,2,8875,435,"7",0,0,0,1,0,1,1,1,0
"8876",1,2,2350,2,8876,440,"7",1,0,0,1,1,1,1,1,0
"8877",1,0,2650,1,8877,452,"1",1,1,1,1,2,0,0,0,1
"8878",2,2,4400,2,8878,444,"1",1,1,1,1,2,0,0,0,1
"8879",1,1,3150,2,8879,455,"1",1,0,0,1,1,0,1,1,0
"8880",1,1,3295,1,8880,442,"1",0,1,1,1,0,0,1,0,0
"8881",1,1,3508,2,8881,451,"1",1,1,1,0,1,0,1,1,1
"8882",1,0,2400,2,8882,448,"1",0,0,0,0,0,1,1,1,0
"8883",1,1,2400,2,8883,441,"1",1,0,1,1,0,0,1,0,0
"8884",1,1,3325,2,8884,459,"1",1,1,1,1,1,0,0,0,1
"8885",1,3,4300,3,8885,387,"1",0,0,0,1,1,0,0,0,0
"8886",1,1,2700,2,8886,434,"1",0,0,1,0,0,0,1,1,0
"8887",1,0,3150,2,8887,435,"1",1,1,1,1,1,0,0,0,0
"8888",1,1,4500,2,8888,459,"5",1,1,1,1,1,1,1,1,1
"8889",1,0,1950,2,8889,455,"5",0,0,0,0,0,0,0,0,0
"8890",1,3,3300,3,8890,395,"5",0,0,0,0,0,0,0,0,0
"8891",1,1,1850,2,8891,458,"2",1,0,1,1,1,1,1,1,0
"8892",2,3,2995,2,8892,450,"7",0,0,0,1,1,0,0,0,0
"8893",2,4,7000,2,8893,455,"1",1,1,1,1,0,0,0,0,0
"8894",1,1,2000,2,8894,460,"1",0,0,0,0,0,0,0,0,0
"8895",2,2,6000,2,8895,445,"1",1,0,1,1,1,0,0,0,0
"8896",1,2,3795,2,8896,446,"1",1,0,1,1,2,0,0,0,0
"8897",1.5,3,5550,2,8897,393,"1",1,0,1,1,2,0,0,0,0
"8898",1,3,2695,2,8898,444,"2",1,0,0,1,0,1,1,1,0
"8899",1,2,3995,3,8899,444,"2",1,0,0,1,1,0,0,0,0
"8900",1,1,2750,2,8900,452,"5",1,0,0,1,0,0,0,0,0
"8901",1,0,2600,1,8901,455,"2",1,1,1,0,1,0,0,0,0
"8902",1,2,2500,2,8902,441,"7",0,0,0,1,1,1,1,1,0
"8903",1,1,4030,2,8903,452,"5",0,0,0,0,0,0,0,0,0
"8904",1,0,2450,2,8904,462,"1",1,1,1,1,1,1,1,1,0
"8905",2,3,4700,2,8905,396,"1",0,0,0,1,1,0,0,0,0
"8906",1,0,3400,2,8906,451,"1",1,1,1,1,1,0,0,0,1
"8907",1,1,3995,2,8907,438,"5",0,0,1,0,0,1,1,1,0
"8908",1,0,2525,1,8908,457,"1",0,0,1,1,1,0,1,1,0
"8909",2,2,5958,2,8909,382,"1",1,1,1,0,1,0,1,1,1
"8910",1,0,1850,2,8910,462,"1",0,0,1,1,0,0,0,0,0
"8911",2,3,7995,2,8911,394,"1",0,1,1,0,1,1,1,1,0
"8912",1,1,2600,3,8912,448,"1",0,0,0,0,1,0,0,0,0
"8913",1,0,1875,2,8913,442,"5",1,0,0,1,0,0,0,0,0
"8914",1,3,3599,1,8914,449,"2",1,1,1,1,1,0,1,1,1
"8915",1,0,2600,2,8915,449,"1",1,1,1,1,2,0,0,0,0
"8916",1,0,3000,2,8916,448,"5",0,1,1,0,1,0,0,0,0
"8917",1,2,4000,2,8917,444,"2",1,1,1,1,1,0,0,0,1
"8918",1,0,2700,2,8918,456,"1",0,1,1,0,1,1,1,1,0
"8919",1,1,3644,2,8919,436,"1",1,1,0,1,0,1,1,1,1
"8920",1,4,5600,2,8920,436,"2",0,1,1,0,1,0,1,1,1
"8921",1.5,3,5295,2,8921,450,"1",1,0,0,1,1,0,1,1,0
"8922",1,1,2250,2,8922,455,"5",0,0,0,0,0,1,1,1,0
"8923",1,2,2790,3,8923,452,"1",0,0,0,0,0,0,0,0,0
"8924",1,2,3484,3,8924,458,"1",0,1,1,1,1,0,0,0,1
"8925",1,2,3700,3,8925,457,"1",0,0,0,0,0,0,0,0,0
"8926",1,2,2250,2,8926,456,"7",0,0,0,1,1,1,1,1,0
"8927",1,1,1850,3,8927,436,"1",0,0,1,1,0,0,0,0,0
"8928",1,1,3000,3,8928,459,"1",1,1,1,1,1,1,1,1,1
"8929",1,1,3700,2,8929,438,"5",0,0,0,0,0,0,1,0,0
"8930",1,0,1550,2,8930,451,"6",0,0,1,0,0,0,0,0,0
"8931",1,0,2600,2,8931,459,"5",0,1,0,0,0,1,1,1,0
"8932",1,0,2600,2,8932,448,"1",1,1,1,1,0,0,0,0,0
"8933",2,4,3400,2,8933,434,"7",0,0,1,0,0,0,1,1,0
"8934",1,2,2000,2,8934,435,"6",0,0,0,0,0,0,1,0,0
"8935",1,2,3103,2,8935,446,"2",0,1,1,0,2,0,0,0,1
"8936",1,1,3600,2,8936,378,"1",1,0,1,1,1,0,0,0,0
"8937",1,0,3250,2,8937,451,"1",0,1,1,0,0,1,1,1,0
"8938",1,0,2700,3,8938,439,"1",1,1,1,1,1,0,0,0,0
"8939",1,1,3700,2,8939,458,"5",0,0,0,0,0,1,1,1,0
"8940",1,3,3850,3,8940,461,"5",0,0,0,0,0,0,0,0,0
"8941",1,1,1775,2,8941,378,"7",0,0,0,1,0,1,1,1,0
"8942",1,0,3426,2,8942,456,"1",0,1,1,0,0,0,1,1,1
"8943",1,2,2900,2,8943,456,"2",1,1,1,0,1,0,0,0,1
"8944",1,1,4395,2,8944,457,"1",0,1,1,1,1,0,1,1,1
"8945",1,0,2500,3,8945,436,"2",1,1,1,0,1,0,1,1,1
"8946",1,0,2200,2,8946,450,"5",0,1,0,0,0,1,1,1,0
"8947",1,2,2995,2,8947,440,"2",1,1,1,1,1,0,0,0,0
"8948",1,1,3200,1,8948,388,"5",1,1,1,1,1,1,1,1,1
"8949",1,1,3163,2,8949,442,"5",1,1,1,1,2,1,1,1,0
"8950",1,2,2650,3,8950,441,"5",0,0,0,0,0,0,0,0,0
"8951",1,2,1999,3,8951,443,"6",0,0,0,1,1,0,0,0,0
"8952",1,0,2100,2,8952,449,"1",0,0,1,1,1,0,0,0,0
"8953",2,2,4403,2,8953,434,"5",0,1,1,0,0,0,0,0,1
"8954",1,1,2695,2,8954,455,"1",0,0,0,0,0,1,1,1,0
"8955",1,2,2950,2,8955,386,"2",0,1,1,1,1,0,0,0,1
"8956",2.5,2,10000,2,8956,458,"1",1,1,1,1,2,0,0,0,1
"8957",1,1,1900,2,8957,443,"7",0,1,1,0,0,1,1,1,0
"8958",0,0,2702,2,8958,450,"2",0,1,1,1,2,0,0,0,1
"8959",1.5,2,2979,2,8959,455,"6",0,0,0,0,0,0,1,1,0
"8960",1,1,2295,2,8960,459,"2",0,0,0,0,0,0,0,0,0
"8961",1,0,2900,2,8961,396,"5",0,1,0,0,0,1,1,1,0
"8962",1,2,3250,2,8962,451,"5",1,0,0,1,0,0,0,0,0
"8963",1,0,2125,2,8963,435,"1",0,0,0,0,0,1,1,1,0
"8964",1,0,2300,3,8964,437,"5",0,1,0,0,0,0,0,0,0
"8965",1,1,2500,2,8965,451,"1",0,0,0,0,0,1,1,1,0
"8966",1,0,2275,2,8966,459,"2",1,1,1,1,1,1,1,1,1
"8967",2,3,6800,2,8967,448,"1",0,0,0,0,0,0,0,0,0
"8968",0,0,1050,3,8968,457,"2",0,0,0,0,0,1,1,1,0
"8969",2,2,6000,2,8969,445,"5",1,1,1,1,2,0,0,0,0
"8970",2,1,2700,3,8970,378,"5",1,1,0,1,2,0,0,0,0
"8971",1,1,3095,2,8971,440,"1",1,0,0,0,0,0,0,0,0
"8972",1,1,3595,2,8972,458,"5",0,0,0,0,0,0,0,0,0
"8973",1,2,2450,3,8973,452,"1",0,0,0,1,0,0,1,1,0
"8974",1,1,2750,1,8974,446,"1",0,0,0,0,0,0,0,0,0
"8975",1,1,4431,2,8975,434,"2",0,1,0,0,0,1,1,1,0
"8976",2,3,5000,3,8976,437,"1",1,1,1,1,2,0,0,0,1
"8977",1,3,4000,1,8977,377,"1",1,1,1,1,1,0,1,1,1
"8978",1,3,4000,2,8978,442,"5",1,0,0,1,1,1,1,1,0
"8979",1,1,2150,2,8979,443,"5",0,0,0,0,0,0,0,0,0
"8980",1,1,4300,2,8980,445,"1",0,0,0,0,0,0,0,0,0
"8981",2,2,6312,2,8981,456,"5",1,1,1,0,1,0,1,1,1
"8982",1,1,2500,2,8982,455,"5",1,0,0,1,0,1,1,1,0
"8983",1,1,3090,2,8983,438,"1",1,1,1,1,2,1,1,1,1
"8984",1,1,2475,2,8984,436,"5",0,0,0,0,0,0,1,0,0
"8985",1,1,2350,2,8985,462,"5",0,0,0,1,0,0,0,0,0
"8986",1,2,2500,2,8986,447,"7",1,0,0,1,1,1,1,1,0
"8987",1.5,2,2250,2,8987,437,"6",0,0,0,0,0,0,0,0,0
"8988",2,2,7800,2,8988,382,"1",1,1,1,1,1,0,0,0,0
"8989",1,1,2500,2,8989,399,"5",1,1,1,1,1,0,0,0,1
"8990",1,1,1800,3,8990,442,"6",0,0,0,1,0,1,1,1,0
"8991",2,2,5350,2,8991,436,"1",1,0,0,1,2,1,1,1,1
"8992",1,1,4125,2,8992,447,"2",1,1,1,1,1,0,0,0,0
"8993",1,2,3900,2,8993,391,"1",1,1,1,1,0,0,0,0,0
"8994",1,1,2950,2,8994,442,"5",0,0,1,0,0,0,0,0,0
"8995",1,1,4300,2,8995,449,"1",1,1,1,0,1,0,0,0,1
"8996",1,1,3800,2,8996,442,"5",0,1,1,0,0,0,1,1,0
"8997",1,2,3000,3,8997,440,"2",1,1,1,1,1,0,1,1,1
"8998",1,0,2318,3,8998,452,"1",1,1,1,1,1,1,1,1,1
"8999",1,1,2795,2,8999,462,"1",0,0,0,0,0,1,1,1,0
"9000",1,3,3100,2,9000,443,"5",0,0,0,0,0,0,0,0,0
"9001",1,0,1400,3,9001,449,"6",0,1,1,0,0,0,0,0,0
"9002",1,3,2550,2,9002,445,"7",0,0,0,0,0,1,1,1,0
"9003",1,1,3175,2,9003,375,"1",1,1,1,1,1,0,0,0,1
"9004",1,1,1800,3,9004,444,"5",0,0,1,1,0,0,0,0,0
"9005",1,2,5000,2,9005,438,"6",0,0,0,0,0,0,0,0,0
"9006",2,2,7500,2,9006,434,"2",1,1,1,1,2,0,0,0,1
"9007",1,1,2700,2,9007,437,"1",0,0,0,0,0,0,0,0,0
"9008",2,2,5000,2,9008,437,"2",1,1,1,1,2,0,0,0,1
"9009",2,2,7254,2,9009,445,"1",0,1,1,0,0,0,1,1,1
"9010",1,2,2900,2,9010,441,"1",0,0,0,0,0,0,1,1,0
"9011",1,1,2200,2,9011,450,"5",1,0,0,1,1,0,0,0,0
"9012",1,2,3895,1,9012,452,"1",1,0,0,1,0,0,0,0,0
"9013",1,2,3600,2,9013,453,"5",0,0,1,1,0,0,1,0,0
"9014",1,1,3250,3,9014,447,"1",1,0,0,1,0,0,0,0,0
"9015",1,1,1800,2,9015,437,"7",0,0,0,0,0,1,1,1,0
"9016",2,3,5495,2,9016,435,"1",1,0,0,0,1,1,1,1,0
"9017",1,0,2395,2,9017,442,"1",0,0,1,0,0,0,0,0,0
"9018",1,1,1800,3,9018,443,"6",0,0,0,0,0,0,1,1,0
"9019",2,2,4000,2,9019,391,"5",0,0,0,0,0,1,1,1,0
"9020",1,0,3580,2,9020,458,"1",0,0,0,0,0,0,1,1,1
"9021",1,0,3022,2,9021,455,"5",0,1,1,0,0,0,1,1,1
"9022",1,2,4500,2,9022,456,"5",1,1,1,0,1,0,0,0,0
"9023",1,0,2400,3,9023,435,"1",1,1,1,1,1,0,0,0,1
"9024",1,1,3100,3,9024,444,"1",1,1,1,1,2,1,1,1,1
"9025",1,1,2425,2,9025,458,"6",0,0,0,0,0,0,0,0,0
"9026",1,1,3400,2,9026,444,"5",1,1,1,1,1,1,1,1,1
"9027",1,2,1525,1,9027,453,"7",0,0,0,1,1,0,0,0,0
"9028",1,2,2775,1,9028,453,"5",0,0,0,0,0,0,0,0,0
"9029",1,0,2400,2,9029,435,"1",1,1,0,1,1,0,0,0,1
"9030",1,2,3200,1,9030,389,"1",0,1,1,0,1,0,1,1,1
"9031",1,1,2400,3,9031,445,"1",1,0,0,1,1,0,0,0,0
"9032",1,1,2350,3,9032,450,"5",0,0,0,0,0,0,1,1,0
"9033",1,1,2500,2,9033,438,"5",0,0,1,0,0,0,0,0,0
"9034",1,2,3100,2,9034,459,"1",1,1,1,1,1,0,0,0,0
"9035",1,1,4000,2,9035,442,"1",1,1,1,1,2,1,1,1,1
"9036",2,2,7500,2,9036,462,"5",0,1,1,0,1,0,0,0,1
"9037",1,2,2995,2,9037,396,"5",1,0,0,1,1,0,0,0,0
"9038",2,2,4870,2,9038,451,"1",0,0,0,0,0,0,1,1,0
"9039",1,0,2000,3,9039,438,"1",0,0,0,0,0,0,0,0,0
"9040",1,0,2075,2,9040,461,"5",0,0,0,0,0,1,1,1,0
"9041",1,2,3325,2,9041,451,"1",0,0,1,0,0,1,1,1,0
"9042",1,2,1895,3,9042,383,"7",0,0,0,1,0,0,0,0,0
"9043",1,1,1795,2,9043,437,"5",0,0,0,1,0,0,0,0,0
"9044",1,3,1995,1,9044,459,"2",0,0,0,0,0,0,1,1,0
"9045",1,2,3495,2,9045,450,"1",0,0,1,0,1,0,0,0,0
"9046",1,0,2501,2,9046,434,"5",0,0,0,0,0,0,1,1,0
"9047",1,0,2875,2,9047,462,"1",0,1,1,0,0,1,1,1,0
"9048",1,3,3750,3,9048,388,"5",1,0,0,0,0,0,1,1,0
"9049",1,3,4650,3,9049,438,"1",1,1,1,1,1,0,0,0,0
"9050",2,2,4700,1,9050,458,"1",1,1,1,1,1,0,0,0,0
"9051",1,0,3100,2,9051,440,"1",0,1,0,0,0,0,0,0,0
"9052",1,1,2500,3,9052,456,"5",1,0,0,1,0,0,0,0,0
"9053",1,1,3675,2,9053,457,"1",0,0,0,1,0,0,0,0,0
"9054",2,3,6300,2,9054,396,"1",1,1,0,1,2,0,0,0,1
"9055",1,2,4700,2,9055,436,"1",0,0,0,0,0,1,1,1,0
"9056",2,2,13995,2,9056,442,"1",1,1,1,1,2,0,0,0,1
"9057",1,2,3075,3,9057,439,"2",0,1,1,0,1,0,1,1,1
"9058",1,1,3600,2,9058,451,"5",0,1,0,0,0,1,1,1,0
"9059",1,3,2700,2,9059,448,"5",0,0,0,0,0,1,1,1,0
"9060",1,1,3250,3,9060,449,"1",0,0,0,0,0,0,0,0,0
"9061",1,0,1850,2,9061,457,"1",0,0,0,0,0,0,0,0,0
"9062",1,0,3135,2,9062,451,"5",1,1,1,1,2,0,0,0,1
"9063",1,2,3250,2,9063,458,"1",0,0,1,0,0,0,0,0,0
"9064",1,2,3045,2,9064,458,"1",0,0,0,0,0,0,0,0,0
"9065",1,2,3495,2,9065,462,"1",1,1,1,1,2,0,0,0,0
"9066",1,2,5100,2,9066,391,"5",0,1,0,0,0,1,1,1,0
"9067",1,2,3000,2,9067,444,"5",0,0,0,0,0,0,0,0,0
"9068",1,1,3500,2,9068,447,"1",1,0,0,1,1,0,0,0,0
"9069",1,1,2595,2,9069,445,"1",0,0,0,0,0,0,0,0,0
"9070",1,1,2900,2,9070,450,"2",0,1,1,0,0,0,0,0,1
"9071",2,2,4695,2,9071,394,"1",1,0,0,1,1,0,0,0,0
"9072",1,1,3200,2,9072,459,"2",0,0,0,1,1,0,0,0,0
"9073",1,2,3350,2,9073,443,"1",1,0,1,1,1,0,0,0,0
"9074",1,3,4395,2,9074,445,"5",0,0,0,0,0,0,1,1,0
"9075",1,1,2795,2,9075,440,"1",0,0,0,1,0,0,0,0,0
"9076",1,2,3750,2,9076,382,"1",1,1,1,1,1,0,0,0,0
"9077",2,2,3629,2,9077,462,"2",0,1,1,0,2,1,1,1,1
"9078",1,0,2500,2,9078,462,"1",0,1,1,1,1,0,0,0,1
"9079",3,4,7475,3,9079,452,"1",1,0,1,1,1,0,0,0,0
"9080",1,1,2300,2,9080,439,"5",0,0,0,0,0,0,0,0,0
"9081",1,1,3295,2,9081,446,"5",1,0,1,1,0,1,1,1,0
"9082",4.5,4,21995,2,9082,391,"5",0,1,0,0,0,0,0,0,0
"9083",2,2,7000,2,9083,435,"5",1,1,1,1,2,0,0,0,0
"9084",1,1,1900,2,9084,458,"6",0,0,0,1,0,1,1,1,0
"9085",1,0,1700,1,9085,437,"5",0,0,0,0,0,1,1,1,0
"9086",1,3,3600,2,9086,386,"1",1,1,1,1,1,0,1,0,1
"9087",1,2,2450,3,9087,462,"2",1,1,1,1,0,0,0,0,0
"9088",1,0,3250,2,9088,438,"1",0,0,1,0,0,0,0,0,0
"9089",1,2,3995,2,9089,440,"5",0,1,1,0,1,0,0,0,0
"9090",1,1,5250,2,9090,455,"5",0,1,1,0,0,1,1,1,0
"9091",1,2,3295,3,9091,440,"2",1,1,1,1,1,1,1,1,1
"9092",1,0,2700,2,9092,451,"1",1,1,1,1,2,1,1,1,1
"9093",1,1,3300,2,9093,434,"5",1,1,1,1,1,0,0,0,0
"9094",1,2,3250,3,9094,437,"1",1,1,1,1,1,1,1,1,1
"9095",1,1,3095,2,9095,443,"5",0,1,0,0,0,1,1,1,1
"9096",1,2,3600,2,9096,452,"1",0,0,1,0,1,0,0,0,0
"9097",1,1,2600,1,9097,457,"1",0,0,0,0,1,0,1,1,0
"9098",1,2,2950,2,9098,448,"1",0,0,0,0,0,1,1,1,0
"9099",1,1,3300,2,9099,450,"1",1,1,1,1,1,1,1,1,1
"9100",1,0,1875,3,9100,447,"5",0,0,1,1,0,1,1,1,0
"9101",1,0,3645,2,9101,437,"1",0,1,0,0,0,1,1,1,1
"9102",1,3,2800,2,9102,449,"7",0,0,1,0,0,0,0,0,0
